,EBIT / total assets,short-term liabilities / total assets,current assets / short-term liabilities,(current assets - inventory - receivables) / short-term liabilities,retained earnings / total assets,equity / total assets,total sales / total assets,(gross profit + depreciation) / total liabilities,gross profit / sales,total liabilities / ((profit on operating activities + depreciation) * (12/365)),(inventory * 365) / cost of products sold,profit on sales / total assets,gross profit (in 3 years) / total assets,(equity - share capital) / total assets,equity / fixed assets,logarithm of total assets,(total liabilities - cash) / sales,(short-term liabilities * 365) / cost of products sold),sales / short-term liabilities,operating expenses / total liabilities,profit on operating activities / sales,rotation receivables + inventory turnover in days,(receivables * 365) / sales,working capital,(sales - cost of products sold) / sales,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),total costs /total sales,long-term liabilities / equity,sales / receivables,sales / fixed assets,working capital / total assets,class
9472,0.10427,0.34925,1.9743,1.0466,0.18803,0.38716999999999996,1.8719,0.34108,0.057164,0.10987,53.188,0.079789,0.23046,0.38716999999999996,1.247,4.251,0.11964,0.20006,5.2228,0.13638,0.043742,64.833,13.929,6064.6,0.042947,0.24416,0.95705,0.60906,26.204,5.8748,0.34026,0
9473,0.016594,0.51371,1.9288,0.45287,0.25669000000000003,0.48225,2.6986,0.040879,0.0061491,0.77377,42.27,0.026513,0.49483999999999995,0.46997,52.544,3.6099,0.12627,0.19225,5.2532,5.1609,0.0065713,102.55,60.694,1943.2,0.0098247,0.034408999999999995,0.99391,0.0,6.0138,294.02,0.47712,0
9474,0.012221,0.6614,1.4009,0.1187,0.0,0.1814,3.0934,0.047689,0.0039506,0.41313,67.967,0.036047,-0.033148000000000004,0.1381,2.469,3.5579,0.24693,0.21633,4.677,3.7348,0.012682,100.06,32.886,957.99,0.011653,0.067368,0.99611,0.8665700000000001,11.099,42.103,0.26513000000000003,0
9475,0.34076,0.27539,2.5551,0.71501,0.46452,0.70131,2.6275,1.4021,0.13061,0.022114,31.389,0.36404000000000003,0.58587,0.70131,2.3665,4.5361,0.071968,0.12253,9.4737,1.3219,0.13954,70.896,43.856,14716.0,0.13855,0.41236000000000006,0.86145,0.0,8.3227,8.8035,0.42826000000000003,0
9476,0.24193,0.13516,2.6636,0.58927,0.17995,0.8553,1.9299,1.832,0.12536,0.018296,31.667,0.29895,0.55862,0.72175,1.3364,5.6919,0.074978,0.08211,14.279,11.375,0.1246,53.025,26.016,2.6636,0.1549,0.0,0.84755,0.01116,14.03,3.0155,0.22485,0
9477,0.014434,0.3324,1.7617,0.68757,0.12040999999999999,0.65478,2.1892,0.13674,0.0068112,0.59422,48.155,-0.013669999999999998,0.15913,0.65478,1.58,4.5641,0.056588,0.15449,6.3755,-0.039598,-0.0064507,61.494,12.604,9279.0,-0.015258,0.0059591,1.0153,0.019586000000000003,28.958,5.1136,0.25319,0
9478,0.16784000000000002,0.24494000000000002,2.4622,0.30484,0.4379,0.66598,2.6141,0.87902,0.066779,0.035932,30.135,0.17665,0.54872,0.66598,1.678,3.9761,0.072458,0.10565,10.261,0.72118,0.070283,76.742,48.943,3389.6,0.077514,0.20169,0.92249,0.0,7.4576,6.3326,0.35817,0
9479,-0.029858,0.39374000000000003,0.36718,0.017713,-0.022057,0.38103000000000004,0.7510100000000001,0.047008,-0.039756,0.4033,38.814,-0.013004,-0.043298,0.33358000000000004,0.44542,3.1512,0.82084,0.51535,1.9074,1.2343,-0.01038,66.875,27.389,-352.91,-0.017314,-0.078361,1.0393,0.59113,13.327,0.87794,-0.24916,0
9480,0.14332999999999999,0.33537,2.0046,0.10454,0.0,0.48083000000000004,1.6805,0.38169,0.085288,0.078911,109.02,0.16448,0.41956000000000004,0.16296,1.4672,4.0853,0.29517,0.22122,5.0108,2.92,0.09787,138.4,40.058,4100.3,0.09788,0.29808,0.91629,0.37335999999999997,9.1118,5.1278,0.3369,0
9482,0.030973,0.33314,1.8762,0.084467,0.0,0.65891,2.4132,0.2348,0.012835,0.098854,66.668,0.057811,-0.063328,0.64403,1.7573,3.5318,0.13114,0.14144,7.2437,6.9054,0.027308,90.284,25.213,993.14,0.023956,0.047006,0.98729,0.0,14.476,6.4359,0.2919,0
9483,0.021842,0.37509000000000003,1.6366,0.37082,0.0,0.44218,0.70672,0.22363,0.030906,0.18069,380.54,0.034773,0.17104,0.22866999999999998,1.1451,2.9716,0.78931,0.86082,1.8841,0.78115,0.0,245.2,10.574,223.66,0.38344,0.049395999999999995,0.62695,0.38158000000000003,34.518,1.8302,0.23876999999999998,0
9484,-0.021193,0.23406,2.2568,0.003658,0.0,0.61897,0.41525,0.015014,-0.051037,-12.845,353.16,-0.027847000000000004,-0.020390000000000002,0.5815899999999999,1.312,4.1367,0.91641,0.52823,1.7741,1.1629,-0.067194,463.54,86.692,4029.3,-0.067062,-0.034239,1.0486,0.23373000000000002,4.2103,0.88015,0.29415,0
9485,0.08565,0.26916,2.636,0.66563,0.0,0.7308399999999999,2.1151,0.62695,0.040494,0.055017,26.369,0.051799,0.15149,0.15578,2.516,3.3323,0.042798,0.13045,7.8581,7.6657,0.037812,91.523,65.8,946.48,0.02449,0.0932,0.9602,0.0,5.5472,7.2815,0.44036000000000003,0
9486,0.093317,0.33475,1.6607,0.22202,0.0,0.53386,0.96657,0.4076,0.096545,0.072993,131.95,0.028651,0.29607,0.4916,1.2022,4.3743,0.40982,0.35691,2.8874,2.0121,0.12021,181.86,53.827,5235.9,0.029642,0.1416,0.91213,0.026398,6.781,2.1766,0.22116,0
9487,-0.031087,0.8187,0.68861,0.0092849,0.0,0.15453,1.4311,0.013285,-0.021722,1.5525,65.293,-0.014294999999999999,0.14874,0.13184,0.35423,3.9452,0.58697,0.56641,1.7481,1.7096,-0.016886,141.84,75.899,-2247.0,-0.0099889,-0.18502000000000002,1.0216,0.06094,4.809,3.2806,-0.25494,0
9488,0.026409,0.58907,0.8006,0.15041,-0.21352,0.36715,2.6088,0.11427,0.010123,0.1228,12.116,0.051146,-0.089286,-0.082452,0.69485,3.5167,0.21943,0.23032,4.4287,4.0415,0.048249,53.588,41.71,-386.0,0.019605,0.058336,0.99017,0.0,8.751,4.9372,-0.11746,0
9489,0.043823,0.27195,2.1115,0.16401,0.21374,0.44054,1.3379,0.19382,0.033148,0.14238,80.333,0.063685,0.27308000000000004,0.44054,1.0347,4.6562,0.38426,0.22124,4.8612,0.11889,0.048172,146.23,71.534,13696.0,0.070198,0.07298400000000001,0.9298,0.5986,5.1025,3.1051,0.30229,0
9490,0.083674,0.22455,4.0676,0.84092,0.0,0.7670100000000001,1.8255,0.43609,0.045837,0.077558,65.992,0.087948,0.34418000000000004,0.71091,8.8545,3.6333,0.030102,0.12923,8.1296,7.4574,0.045032,144.87,82.059,2960.5,0.048178,0.08642000000000001,0.95467,0.0,4.448,21.074,0.68883,0
9491,0.16154000000000002,0.44798999999999994,1.3996,0.58842,-0.037209,0.39018,1.4258,0.33183,0.1133,0.088512,33.868,0.045662,0.13246,0.32755,1.046,3.7296,0.24339,0.32459,3.1827,2.2632,0.13244,93.024,60.241,960.37,0.032025,0.36228,0.89808,0.0,6.059,3.8224,0.179,0
9492,0.0010652,0.17488,3.372,0.70582,0.0,0.67943,1.1526,0.16209,0.00092414,0.20268,99.867,0.1179,0.16397,0.62083,1.6559,4.2703,0.21375,0.19868,6.5908,2.7458,0.0015829,147.65,71.388,7730.4,0.23632,0.0015677999999999998,0.77014,0.10772999999999999,5.1129,2.8092,0.41481999999999997,0
9493,0.019112999999999998,0.099732,3.2338,1.9095,0.0,0.80928,0.84275,0.43316,0.022679,0.082009,56.988,0.020589,0.019112999999999998,0.42371000000000003,1.1945,4.734,0.077713,0.12131,8.4501,4.3108,0.016637,57.202,1.606,12076.0,0.02443,0.52315,0.97784,0.0,227.27,1.2439,0.22278,0
9494,0.13573,0.28038,2.301,0.073519,0.32101999999999997,0.69675,1.7274,0.58306,0.079957,0.049971,103.79,0.1577,0.40012,0.69675,1.9634,4.5871,0.17034,0.18317,6.0547,0.53732,0.092899,134.28,40.695,14098.0,0.098297,0.15991,0.9017,0.018841,8.9692,4.7837,0.36475,0
9495,0.59159,0.33599,1.7268,0.098098,0.0,0.6481399999999999,2.6484,1.7911,0.22337,0.018566,17.203,0.59308,1.0833,0.59159,1.5439,3.2662,0.12084,0.16347,7.8824,5.8413,0.22395,75.419,62.068,450.81,0.22394,0.91275,0.77663,0.0,5.8806,6.3087,0.2442,0
9496,0.067788,0.34004,0.30218,0.031256,0.0,0.27369,0.39399,0.15286,0.17206,0.15423,58.599,0.074782,0.13760999999999998,0.2366,0.30503,4.0743,1.8228,1.0653,1.1586,0.43949,0.2887,85.347,37.87,-2815.3,0.18981,0.2204,0.84421,1.4113,9.6381,0.4391,-0.23729,0
9497,0.096704,0.15788,0.96,0.0975,0.7096899999999999,0.8421200000000001,0.7759999999999999,0.885,0.12462,0.038816,29.056,0.096704,0.21302,0.8283,0.99279,3.7048,0.19227,0.23242,4.915,4.3025,0.11928,64.051,38.616,-32.0,0.12462,0.052965,0.8774,0.0,9.4519,0.91484,-0.0063154,0
9498,-0.20744,0.76189,0.56327,0.022899,0.0,0.098424,1.4286,-0.11817,-0.1452,-0.57502,13.359,-0.16080999999999998,-0.15825,0.069227,0.17242,3.3607,0.62024,0.47934,1.8751,1.763,-0.10721,105.19,90.322,-763.57,-0.11256,-2.1076,1.1439,0.54774,4.0411,2.5026,-0.33274000000000004,0
9499,1.0008,0.066817,13.867,12.734,0.0,0.9331799999999999,2.8165,15.601,0.35534,0.0021366,0.0,1.0089,1.1649,0.9331799999999999,12.7,2.7189,-0.27806,0.036964,42.152,27.053,0.35534,9.807,9.807,450.03,0.3582,0.8539,0.65111,0.0,37.218,38.33,0.8597,0
9500,0.31614000000000003,0.12542,5.4186,0.15531,0.0,0.51855,2.5568,0.9601,0.12365,0.10985,89.757,0.0064173,0.39102,0.40331999999999996,1.6183,3.6374,0.18133,0.069998,20.386,3.7215,0.0,94.235,31.336,2404.6,0.29922,0.60968,0.78178,0.68661,11.648,7.9796,0.5541699999999999,0
9501,0.23725,0.66038,0.69803,0.10867,0.0,0.11803,2.8557,0.32155,0.083079,0.078178,11.416,0.22826999999999997,1.056,-0.06831,0.21896,3.2068,0.28431,0.25134,4.3243,2.979,0.11546,49.746,39.243,-321.05,0.079936,2.0101,0.92081,1.8775,9.3011,5.2978,-0.19941,0
9502,0.047133,0.51094,1.211,0.023513,0.0,0.31321,2.1101,0.10537,0.022337,0.24335,69.957,0.077544,0.19502,0.15878,0.82148,4.6576,0.31999,0.25138,4.1298,2.9595,0.032623,104.95,37.562,4899.2,0.036749,0.12105999999999999,0.97815,0.30996,9.7172,5.5343,0.10779000000000001,0
9503,0.1428,0.27262,2.1947,0.90259,0.2893,0.55396,2.0705,0.63383,0.070026,0.044909,38.682,0.17427,0.3696,0.55396,1.3791,4.3412,0.08405,0.14583,7.4805,0.54405,0.085456,63.046,27.585,7144.7,0.08328,0.19525,0.91672,0.086117,13.232,5.0767,0.32569000000000004,0
9504,0.070802,0.64264,1.1452,0.09815,0.21824000000000002,0.33863000000000004,2.1609,0.12825,0.032766,0.20695,38.34,0.088376,0.3105,0.30058,1.2826,3.9735,0.30338,0.31008,3.3625,3.1336,0.04281,113.66,76.89,878.05,0.040898,0.18894,0.96768,0.0,4.747,8.1842,0.093328,0
9505,0.075023,0.047278,15.483,13.62,0.0,0.9186200000000001,0.23438,1.0399,0.32009,0.044626,0.0,0.051193,0.35741,0.8196200000000001,3.4278,4.1702,0.34407,0.25809,4.9575,2.2509,0.21839,137.15,137.15,10133.0,0.21842,0.08167,0.71535,0.037127999999999994,2.6613,0.87459,0.6847300000000001,0
9506,0.098217,0.15886,1.1447,0.24152,0.28691,0.84114,1.6101,1.1889,0.061002,0.026085,18.739,0.11195,0.33708,0.64252,1.0281,3.4801,0.098667,0.10604,10.135,9.4304,0.069781,32.526,15.09,69.43,0.069529,0.091272,0.93009,0.0,24.189,1.9679,0.022984,0
9507,0.28204,0.13161,5.7157,3.5002,0.0,0.86839,1.0723,2.4655,0.26303,0.012102,0.0,0.32005,0.28204,0.7540100000000001,3.5051,2.6406,-0.30688,0.17497,8.1471,5.7153,0.29848,99.255,99.255,271.32,0.29848,0.26229,0.73697,0.0,3.6774,4.3279,0.62064,0
9508,0.042944,0.5160100000000001,0.94952,0.0097355,-0.18965,0.42448,1.1561,0.21473,0.037361,0.11224,86.472,0.08532999999999999,-0.19749,0.42448,0.83226,4.0704,0.46891,0.48831,2.2276,0.15739,0.074236,153.99,74.494,-306.26,0.080657,0.11154000000000001,0.91934,0.061595000000000004,4.8997,2.2537,-0.026045999999999996,0
9509,0.32850999999999997,0.3116,2.3699,1.1096,0.0,0.67961,2.296,1.1017,0.14308,0.029841,17.143,0.33933,1.2855,0.51068,2.5985,3.7151,-0.0093889,0.15925,7.3683,6.107,0.14522,62.43,47.821,2215.0,0.14779,0.48338000000000003,0.8578,0.0,7.6326,8.779,0.42686,0
9510,0.018414,0.39097,1.7868,0.035811,0.0,0.58201,0.9881700000000001,0.23155,0.018634,0.11909,192.6,0.033615,0.06378099999999999,0.42608999999999997,1.9309,3.1081,0.41991,0.40958,2.5275,2.2837,0.039086,252.86,66.818,394.59,0.034017,0.022352,0.98178,0.0,5.4626,3.2785,0.30761,0
9511,0.013797,0.47673999999999994,1.5452,0.045304,-0.0061795,0.48483999999999994,1.4529,0.085151,0.009496,0.57108,142.79,0.0034388000000000005,0.078291,0.41783000000000003,1.8409,3.8729,0.34387,0.47056,3.0476,1.9666,0.0,179.63,80.066,1939.4,0.3027,0.028457,0.70098,0.0085991,4.5588,5.5166,0.25989,0
9512,-0.24415,0.48543000000000003,0.792,0.075057,-0.0056469,0.32819,0.72545,-0.22542,-0.33655,-0.16112,70.729,-0.24766,0.12343,0.19309,0.53317,4.0454,0.91152,0.49885,1.4944,1.4485,-0.31939,175.1,80.23,-1121.1,-0.34138,-0.61115,1.3055,0.54901,4.5494,1.1786,-0.10097,0
9513,0.1939,2.1632,0.065662,0.00028004,-1.4472,-1.1632,1.7626,0.16144,0.11001,0.14397,21.223,0.38256999999999997,-0.38015,-1.2574,-1.3557,3.0671,1.2272,1.5675,0.81483,0.63798,0.19602,29.287,12.671,-2358.8,0.21705,-0.16316,0.89022,0.0,28.806,2.0544,-2.0211,0
9514,-0.11942,0.42700000000000005,2.2611,0.81401,-0.41455,0.44248000000000004,2.9308,-0.19091,-0.040747,-0.19822,19.598,-0.10742,-0.24775,-0.26766999999999996,12.82,4.2278,0.072763,0.14054,6.8637,5.4496,-0.036422,76.953,56.636,9099.2,-0.03665,-0.2699,1.0406,0.0,6.4446,84.913,0.5384800000000001,0
9515,0.11728,0.8937700000000001,0.91981,0.11472,-0.23696,0.016957,1.7002,0.22917,0.068979,0.12221,63.572,0.10545,-0.11969,-0.17051,0.09532,3.0010000000000003,0.52854,0.56046,1.9022,1.6222,0.09418,154.48,94.85,-71.842,0.062025,6.916,0.93338,5.2644,3.8482,9.5571,-0.07167000000000001,0
9516,0.059243,0.23649,0.2888,0.051449,-0.040458999999999995,0.33964,0.544,0.1675,0.1089,0.14831,0.0,0.094278,0.18559,0.003285,0.36454,3.7925,1.2137,0.52585,2.3004,0.68103,0.1784,37.661,37.661,-1043.1,0.1733,0.12879000000000002,0.89209,1.248,9.6916,0.58388,-0.16819,0
9517,0.12361,0.2316,3.807,0.64302,-0.029316000000000002,0.41276,2.8918,0.30042,0.042743,0.10191,34.602,0.13529000000000002,0.11621,0.35743,3.4888,2.9560000000000004,0.15196,0.084018,12.486,4.6941,0.048157,92.487,59.504,587.48,0.046783,0.23041,0.95732,0.86162,6.134,24.443,0.65009,0
9518,0.3426,0.099475,6.574,1.733,0.0,0.9005299999999999,1.0312,3.5153,0.33223,0.010427,9.8868,0.31811,0.3426,0.8944,2.6022,3.9119,-0.011037,0.1395,10.367,7.1687,0.30151,170.45,163.61,4526.9,0.30848,0.37191,0.67834,0.0,2.2309,2.9799,0.55447,0
9519,-0.25766999999999995,0.26165,1.1847,0.090554,0.0,0.68071,1.6246,-0.11695,-0.15861,-0.42512,11.421,-0.25861999999999996,-0.34115,0.60919,0.98651,2.8445,0.18252,0.13894,6.2091,5.8981,-0.15103,64.321,51.082,33.791,-0.15919,-0.37854,1.1573,0.08468099999999999,7.1454,2.3544,0.048335,0
9520,-0.072792,0.87518,1.1405,0.15999,0.0,0.12482,3.2929,-0.075286,-0.022105,-0.9107,31.42,-0.013430000000000001,-0.045935000000000004,0.0054595,66.343,2.8262,0.23966,0.26469,3.7626,3.778,-0.011824,95.114,63.566,82.398,-0.0040784,-0.58315,1.0218,0.0,5.7421,1750.2,0.12294000000000001,0
9521,0.095695,0.20828000000000002,2.0429,0.10173,0.0,0.408,1.5527,0.24775,0.061631,0.11686,0.0,0.12562,0.31009000000000003,0.39495,0.71016,3.9635,0.3787,0.14595,7.455,2.4106,0.075927,95.038,95.038,1996.8,0.080903,0.17749,0.93975,0.9371299999999999,3.8406,2.7026,0.2172,0
9522,0.15287,0.10166,6.3924,4.7267,0.0,0.8435600000000001,1.2804,1.3386,0.11939,0.029608,7.6527,0.1148,0.75333,0.84155,2.4091,4.4045,-0.23965,0.087216,12.595,7.4509,0.093394,48.27,41.304,13913.0,0.089661,0.14105,0.88461,0.043153,8.837,3.6567,0.54819,0
9523,0.22985999999999998,0.72896,1.1742,-0.14173,0.02118,0.24831,2.6269,0.33372,0.087503,0.090194,0.33708,0.25439,0.25995999999999997,0.22734000000000001,1.7238,3.3774,0.32555,0.30725,3.6037,3.1563,0.097763,133.29,132.98,302.84,0.096838,0.7500100000000001,0.91261,0.0,2.7447,18.237,0.12699000000000002,0
9524,0.070287,0.15006,4.464,0.92044,0.0,0.8499399999999999,1.635,0.78634,0.042989,0.032009,30.414,0.11120999999999999,0.54907,0.79283,2.5746,3.8508,0.011643,0.09848,10.895,10.154,0.066396,118.71,90.364,3686.8,0.068018,0.074405,0.95853,0.0,4.0392,4.9527,0.51981,0
9525,0.28781,0.18057,1.7542,0.77537,0.0,0.34431,0.90502,0.51532,0.31802,0.43647,62.968,0.0030751,1.8934,0.28781,0.50394,4.0102,0.57229,0.32121,5.012,0.85737,0.0,71.286,32.172,1394.2,0.37883,0.83591,0.63071,0.0,11.345,1.3246,0.13619,0
9526,0.12883,0.34618000000000004,1.1939,0.039489,0.0,0.11944,1.3299,0.17642,0.096875,0.17626,48.124,0.12966,0.41438,0.0,0.20358,3.8599,0.65414,0.28843,3.8416,1.363,0.10529,109.68,66.246,486.0,0.097498,1.0786,0.90444,4.474,5.5097,2.2667,0.067109,0
9527,0.067595,0.7894399999999999,0.54922,0.076882,0.0,0.15777,1.6342,0.14028,0.041362,0.23522,1.2778,0.061183,0.067595,0.067595,0.27853,3.6945,0.48081,0.50186,2.0701,1.8677,0.042102,83.282,82.052,-1760.9,0.037438,0.42845,0.95906,0.0,4.4484,2.8852,-0.35586999999999996,0
9528,0.011949,0.44573999999999997,1.3267,0.089071,0.0,0.40248,1.3759,0.13987,0.0086849,0.27808,119.72,0.0071042,0.077481,0.25382,0.98495,3.8278,0.41491,0.45325,3.0868,1.6458,0.0,146.35,60.775,979.66,0.28525,0.029689,0.76171,0.27842,6.0058,3.3671,0.14562999999999998,0
9529,0.026324,0.095987,9.8865,0.25239,0.35663,0.89423,4.744,0.44863,0.0056032,0.32145,11.249,-0.0069210999999999995,0.45843999999999996,0.89423,17.523,3.997,0.015837,0.020453,48.944,-0.072104,-0.0014732,71.846,60.609,8470.6,0.0010385,0.018111000000000002,0.99896,0.0,6.0222,92.059,0.85298,0
9530,0.082371,0.13502999999999998,2.3445,0.089224,0.29765,0.47761000000000003,1.2042,0.31457,0.068938,0.089797,52.749,0.10887999999999999,0.29765,0.47761000000000003,0.69886,4.7881,0.42046,0.12371,8.8487,0.21173,0.091122,93.029,44.84,11146.0,0.086451,0.17246,0.91355,0.79393,8.1401,1.7483,0.18155,0
9531,0.0511,0.38514,2.3262,0.038104,0.5635100000000001,0.6148600000000001,1.6486,0.16391,0.030997,0.15669,138.33,0.074411,0.0511,0.61461,5.9068,3.6162,0.22761,0.24467,4.2804,4.0872,0.042404,195.11,63.027,2110.7,0.045137,0.083109,0.96933,0.0,5.7912,15.837,0.51076,0
9532,-0.64572,2.109,0.22878,0.029385,-1.176,-1.1729,2.3496,-0.28986,-0.29608,-0.10514,35.399,-0.69386,-1.1894,-1.1729,-2.2665,4.092,0.94223,0.79071,1.0341,-0.329,-0.31816,70.382,27.089,-20101.0,-0.22302,0.5391699999999999,1.223,0.0,13.474,4.2143,-1.6265,0
9533,0.18581,0.082941,6.6868,1.0571,0.0,0.79956,1.125,0.98537,0.16517,0.032274,96.302,0.19627,0.53467,0.7922899999999999,1.7952,3.8379,0.10515,0.089308,13.564,4.6332,0.17362,151.5,71.995,3247.6,0.17447,0.18947,0.83529,0.14501,5.0698,2.5258,0.47167,0
9534,-0.16489,1.0335,0.94829,0.076356,-0.23298000000000002,-0.043175,1.9788,-0.15472,-0.08333,-0.2071,69.467,-0.14892,-0.078711,-0.37784,-2.1638,3.8647,0.48879,0.48573,1.9147,2.0396,-0.086619,166.22,91.527,-391.37,-0.075261,4.5648,1.0813,0.0,3.9879,99.171,-0.053439,0
9535,0.25595,0.37151999999999996,2.6745,1.2089,0.0,0.62468,1.9911,1.109,0.12855,0.029834,12.459,0.18642999999999998,0.5646899999999999,0.51564,98.197,2.6614,-0.035328,0.20587,5.3592,4.8083,0.1301,99.82,88.527,285.26,0.093633,0.32193,0.87627,0.0,4.123,312.99,0.62212,0
9536,-0.010387,0.10037,8.9003,6.1444,0.0,0.8883200000000001,1.8637,-0.078543,-0.0055736,2.3046,15.745,1.0223999999999999e-05,0.12812,0.74237,8.3283,2.5924,-0.057676,0.074101,18.568,12.128,0.0,54.174,42.73,310.24,0.27319,-0.011693,0.73745,0.0,8.542,17.473,0.79297,0
9537,0.077423,0.26923,1.5979,0.23238,0.051389,0.67405,1.3168,0.65387,0.059883,0.053894,34.227,0.065618,0.064636,0.67405,1.183,5.5364,0.1639,0.22773,4.8021,0.24372,0.050752,103.79,72.496,55357.0,0.085575,0.095974,0.91443,0.0,5.0348,2.2691,0.16099000000000002,0
9539,-0.39838,0.64274,0.65904,0.0032094,0.0,0.19017,0.30508,-0.44815,-1.3058,-0.081337,83.16,-0.36738000000000004,-0.29444000000000004,0.087031,0.32992,2.6855,2.6477,0.9558,0.47466,0.83037,-1.2041,504.32,321.02,-106.24,-1.2042,-2.0949,2.2123,0.50252,1.137,0.52928,-0.21915,0
9540,-0.036351,0.19575,1.6654,0.054533,0.0,0.38236,1.0083,0.20006,-0.03605,0.1439,67.6,-0.070536,0.038268,0.36851,0.56731,4.1593,0.6053,0.18144,5.1512,1.7468,-0.016708,114.14,41.812,1879.5,-0.069953,-0.095068,1.0336,0.45536000000000004,8.7295,1.4961,0.13025,0
9541,0.040055,0.80776,0.90863,0.062942,0.008726000000000001,0.19172999999999998,3.9422,0.10612,0.010161,0.58931,51.695,0.018013,0.041154,0.14655,0.72066,3.7430000000000003,0.19238,0.22673,4.8804,4.4078,0.0,63.249,16.53,-408.42,0.096261,0.20892,0.94168,0.0,22.081,14.817,-0.073804,0
9542,0.085273,0.06646200000000001,5.5449,1.1249,0.30551999999999996,0.9321799999999999,0.73727,2.0187,0.11814,0.017195,82.859,0.078032,0.38237,0.9321799999999999,1.4762,4.3758,-0.0063458,0.10258,10.86,1.1507,0.10811,148.55,74.177,7176.5,0.10239,0.073089,0.89761,0.0014517000000000002,4.9206,1.143,0.30206,0
9543,0.065952,0.14168,4.072,2.0608,0.2988,0.8349799999999999,0.9211,0.698,0.071602,0.047584,17.609,0.058914,0.62632,0.62233,1.9736,4.1917,-0.10953,0.16433,6.5013,5.2249,0.072054,112.91,96.432,6768.4,0.06396,0.062655,0.93063,0.0015804,3.785,2.1772,0.43525,0
9544,0.0084822,0.16126,1.605,0.34653,0.14361,0.52453,0.52475,0.15438,0.01751,0.16462,88.955,0.029833,0.18294000000000002,0.52453,0.70771,4.8891,0.86264,0.33398,3.0038,0.063337,0.061587,152.92,64.247,7557.6,0.0032006,0.00082029,0.9968,0.59055,5.6812,0.65358,0.097565,0
9545,-0.47081999999999996,0.2641,3.5118,0.3501,-0.53932,-0.21347,1.1862,-0.34821,-0.39692,-0.10749,144.93,-0.40063000000000004,-0.76047,-1.0101,-2.943,3.034,0.94657,0.16643,4.4914,1.3077,-0.35794,256.94,63.063,717.42,-0.33775,2.2056,1.3873,-4.4474,5.7879,16.354,0.6633600000000001,0
9546,0.47429,0.1487,5.4761,4.4081,0.0,0.8502299999999999,1.8316,3.3782,0.25894,0.0095934,6.84,0.48248,0.8647,0.8279200000000001,4.5781,3.3504,-0.27239,0.11022,12.318,9.0082,0.26683,31.645,26.607,1491.6,0.26341,0.44456999999999997,0.74306,0.0,13.718,9.8626,0.6655800000000001,0
9547,0.18222,0.042016000000000005,9.854,9.1859,0.6724899999999999,0.9070799999999999,0.6916399999999999,2.8417,0.26346,0.010712,8.044,0.20743000000000003,0.33641,0.81981,1.548,3.3602,-0.41236,0.086771,16.462,5.211,0.29975,14.814,9.1827,852.59,0.29991,0.16242,0.7469,0.05612,39.749,1.1803,0.37201,0
9548,0.15103,0.29423,1.5249,0.1233,0.0,0.7029,1.2948,0.65134,0.11664,0.050564,49.297,0.17405,0.45451,0.69628,1.2749,3.8782,0.20277,0.26253,4.4007,3.7723,0.11845,116.25,73.579,1166.7,0.13442,0.18691,0.88347,0.0,4.9606,2.3485,0.15444000000000002,0
9549,0.12979000000000002,0.10299000000000001,4.5366,0.66649,0.22869,0.78492,1.0078,0.98038,0.12971,0.029769,128.1,0.15479,0.28674,0.78492,1.4733,4.5687,0.13423,0.12264,9.7158,0.76779,0.15469,145.39,37.884,13492.0,0.16075,0.12687,0.83925,0.12564,9.6348,1.8781,0.36423,0
9550,-0.084448,0.20459000000000002,1.5679,1.039,-1.6001,0.7237399999999999,0.337,-0.097881,-0.25058,-0.34474,36.899,-0.090361,-0.19935,-1.6846,1.0656,4.6231,0.69861,0.47874,1.6472,1.547,-0.24961,117.2,70.411,4879.0,-0.26813,-0.11667999999999999,1.2221,0.0,5.1839,0.49617,0.1162,0
9551,0.27099,0.38524,1.7052,0.83568,0.86861,0.59723,1.6993,0.78855,0.16319,0.042766,15.455,0.26336,0.86861,0.59723,1.7408,4.4662,0.03812,0.27425,4.3105,0.68364,0.1586,73.63,60.557,7947.3,0.1541,0.45375,0.8459,0.0,6.0274,4.8402,0.27168000000000003,0
9552,0.022044,0.49463999999999997,1.7441,0.20605,0.0,0.49906000000000006,1.2615,0.057684,0.017475,0.60256,25.767,0.028172000000000003,0.49167,0.4746,3.6345,4.0887,0.32342,0.40107,2.5503,2.462,0.016536,220.12,194.93,4514.8,0.022332,0.037613,0.98292,0.0036090000000000002,1.8724,9.1868,0.36805,0
9553,0.17595999999999998,0.35963,0.93388,0.04997,-0.38129,0.25603000000000004,1.6261,0.31789,0.10822,0.093122,38.766,0.25845999999999997,0.11884000000000002,-0.13948,0.38549,4.7509,0.44681,0.26296,4.5215,1.8382,0.12654,71.354,38.75,-1340.0,0.15895,0.5465300000000001,0.89272,0.89841,9.4193,2.4483,-0.023778999999999998,0
9554,0.07159,0.1646,1.9713,0.10127,0.0,0.64962,0.5365300000000001,0.353,0.13343,0.094478,113.83,0.086552,0.19707,0.5706899999999999,0.96165,4.2167,0.62516,0.36579,3.2596,1.2842,0.13331,209.4,113.93,2633.1,0.16132,0.1102,0.86832,0.28599,3.2037,0.79424,0.15987,0
